text,label,source,rewrite
"“I have not learned a single lesson, been inspired or impacted by another person’s life void of negative experiences.”",1,human_quotes,"“I have never gained insight, felt motivated, or been influenced by anyone’s life that lacked hardship.”"
“Our own self-esteem is something we can actually twist in whatever way we want.”,1,human_quotes,“We can actually shape our own self-esteem in any manner we choose.”
“The most unlucky generation is the one which couldn't produce a hero to look upto.”,1,human_quotes,"""The most unfortunate generation is that which fails to produce a hero to admire."""
“One of the origins of poverty is lack of respect for time.”,1,human_quotes,"""Poverty often stems from a disregard for the value of time."""
"“If the painter wishes to see beauties that charm him, it lies in his power to create them, and if he wishes to see monstrosities that are frightful, ridiculous, or truly pitiable, he is lord and God thereof.”",1,human_quotes,"“Should the artist desire to behold beauties that enchant him, he possesses the ability to fashion them, and if he wishes to witness monstrosities that are terrifying, absurd, or genuinely pitiable, he is master and creator of these as well.”"
“You do not become outstanding by working on your weaknesses.You become outstanding by focusing entirely on your strengths.”,1,human_quotes,"""You don't achieve excellence by fixing your flaws. You achieve it by dedicating yourself fully to your strengths."""
"“The decision is your own voice, an opinion is the echo of someone else's voice.”",1,human_quotes,"""Your decision is your own voice, while an opinion is merely the echo of another's."""
“Some of the most powerful speeches I have given have been delivered in the dedicated silence of my actions.”,1,human_quotes,"""Some of my most impactful words have been spoken through the quiet dedication of my deeds."""
"“Without adversity, there would be no growth, and without growth, there would be no lesson to be learned.”",1,human_quotes,"“Without hardship, there can be no progress, and without progress, no wisdom to be gained.”"
“Coming to the END of MYSELF and all SELF effort...seems to be the very point that God steps in and shows HIMSELF to be more than ENOUGH.”,1,human_quotes,"""Reaching the LIMIT of MY own strength and ceasing all SELF-reliance...appears to be precisely when God intervenes and reveals HIMSELF as completely SUFFICIENT."""
"“When life's got you down, keep your head up... you can't see the ground anyway”",1,human_quotes,"""When life gets tough, keep your chin up... you can't see the floor regardless"""
"“I m human, I m not perfect. Although, I make mistakes all the time.”",1,human_quotes,"""I am human, I am not perfect. I make mistakes all the time."""
“Father has a strengthening character like the sun and mother has a soothing temper like the moon.”,1,human_quotes,"""Father possesses a robust nature akin to the sun, while mother has a gentle disposition reminiscent of the moon."""
"“Never think twice, when you have decided once.”",1,human_quotes,"""Once you've made a decision, never look back."""
“A warrior sharpens his blade even in times of peace.”,1,human_quotes,“A warrior keeps his blade sharp even during peace.”
“You can'tstop dreamingjust becausethe night neverseems toend.”,1,human_quotes,"""You cannot cease to dream simply because the night appears endless."""
"“Get off the treadmill of consumption, replication, and mediocrity. Begin lifting the weights of creativity, originality, and success.”",1,human_quotes,"""Step away from the cycle of consumption, imitation, and average results. Start building strength through creativity, uniqueness, and achievement."""
